category,company_name,website,founded_year,raised_amount,description
Data Quality & Observability,Great Expectations,https://greatexpectations.io/,2017.0,$61M,"Great Expectations focuses on data quality and collaboration in the technology sector. The company offers a platform that provides data testing, documentation, and profiling services, enabling users to maintain data integrity and accelerate data discovery. It primarily serves data teams across various sectors. It was founded in 2017 and is based in Midvale, Utah."
Data Quality & Observability,Synq,https://www.synq.io/,2022.0,$3.5M,"Synq is a platform helping data practitioners build reliability throughout the entire development life-cycle, from planning to production."
Data Quality & Observability,Sifflet,https://www.siffletdata.com/,2021.0,$12.88M,"Sifflet is a cloud-native solution aimed at helping organizations make the most of their data. The company's platform handles the complex process of connecting to different data sources and adapts instantly to the data volumes, enabling every type and size of business to make data management more accessible. It was founded in 2021 and is based in Paris, France."
Data Quality & Observability,Databand,https://databand.ai/,2019.0,$14.83M,"Databand develops a software platform for agile machine learning development. The company is developing a framework that aims to offer cross-team standardization and complete visibility for project stakeholders. The company was founded in 2019 and is based in Tel Aviv, Israel. As of July 6th, 2022, Databand was acquired by IBM. The terms of the transaction were not disclosed."
Data Quality & Observability,Telmai,https://www.telm.ai/,2020.0,$11.39M,"Telmai develops a no-code data quality analysis and monitoring platform. Its product automatically detects data quality issues as data is being ingested and enables data teams to detect and investigate data quality issues. The company was founded in 2020 and is based in San Francisco, California."
Data Quality & Observability,Monte Carlo,https://www.montecarlodata.com/,2019.0,$236M,"Monte Carlo is on a mission to accelerate the adoption of data by minimizing data downtime. It solves the costly problem of broken data through its fully automated, SOC-2 Type II-certified Data Observability platform. The company monitors, alerts, resolves, and prevents data quality issues, helping data teams across various industries achieve data reliability. Monte Carlo was founded in 2019 and is based in San Francisco, California."
Data Quality & Observability,Metaplane,https://www.metaplane.dev/,2020.0,$8.4M,"Metaplane provides metadata cataloging and management solutions. The company specializes in interfaces for discovery, curation, annotation, application programming interface (API) integration, data centralization, deployments, and many more. It was founded in 2020 and is based in Boston, Massachusetts."
Data Quality & Observability,Lightup,https://www.lightup.ai/,2019.0,$4.75M,"Lightup enables data-driven businesses to achieve their full potential. The platform allows businesses the ability to continuously measure the performance of their data-driven operations at fine granularity across the entire pipeline. Lightup is enabling businesses to continuously track vitals of their data-driven operations at the finest granularity, catch problems before their customers do, and fix them before they impact the business."
Data Quality & Observability,Soda,https://www.soda.io/,2018.0,$14.43M,"SodaData is a data monitoring platform for data owners, data engineers and data analytics teams. It's an easy-to-use, collaborative environment that tells users about important data events in real-time, across your data infrastructure."
Data Quality & Observability,Timeseer,https://www.timeseer.ai/,2020.0,$6M,Timeseer offers a time-series data reliability and observability platform that automates the overall data orchestration throughout and organization to deliver on-demand data to organizational customers.
Data Quality & Observability,Masthead Data,https://mastheadata.com/,2021.0,$1.33M,"Masthead specializes in data reliability engineering within the cloud computing domain. The company offers a platform for real-time monitoring of data quality issues, automated anomaly detection, and pipeline observability, all designed to enhance data team productivity and reduce unnecessary compute costs. It primarily serves the data analytics sector. The company was founded in 2021 and is based in Toronto, Canada."
